5,4
6,3
7,22
8,13
9,18
10,19
11,16
12,17
13,17
14,16
15,27
16,28
17,28
18,28
19,38
20,38
21,43
22,39
23,40
24,40
25,56
26,41
27,47
28,51
29,61
30,77
31,74
32,62
33,75
34,74
35,71
36,75
37,76
38,77
39,97
40,90
41,88
42,113
43,101
44,114
45,119
46,59
47,2
