,Citations,Likes,en.search.wordpress.com,en.wikipedia.org,europepmc.org,f1000.com,scholar.google.com,twitter.com,www.citeulike.org,Pubmed_Citations,Scopus
6225.0,,15.0,,,1.0,,0.0,,,1.0,1.0
6229.0,,2.0,,,1.0,,0.0,,,1.0,2.0
6249.0,,,,,1.0,,0.0,,,1.0,
6250.0,,28.0,,,,,0.0,,,,
6253.0,,10.0,,,1.0,,0.0,,,1.0,
6259.0,,134.0,,,1.0,,0.0,,,1.0,1.0
6262.0,,,,,,,0.0,21.0,,,
6265.0,,12.0,,,,,0.0,,,,
6266.0,,,,,1.0,,0.0,,,1.0,1.0
6303.0,,,,,,,,,,,
6306.0,,,,,1.0,,0.0,2.0,,4.0,1.0
6315.0,,18.0,,,,,0.0,,,,
6322.0,,,,,,,,,,,
6327.0,,,,,1.0,,0.0,,,1.0,1.0
6328.0,,181.0,,,,,0.0,,,,
6346.0,,70.0,,,2.0,,0.0,7.0,2.0,2.0,7.0
6356.0,,218.0,,,1.0,,0.0,9.0,,3.0,
6358.0,,,,,,,,,,,
6359.0,,,,,,,,,,,
6369.0,,2.0,,,1.0,,0.0,,,1.0,
6376.0,,,,,,,,,,,
6377.0,,50.0,,1.0,,,0.0,,,,
6380.0,,2.0,,,1.0,,0.0,25.0,,3.0,1.0
6412.0,,1.0,,,,,0.0,,,,2.0
6414.0,,42.0,,,,,0.0,,1.0,1.0,
6416.0,,230.0,,,1.0,,0.0,4.0,4.0,3.0,
6421.0,,,,,,,0.0,4.0,,,1.0
6426.0,,1.0,,,1.0,,0.0,24.0,,,2.0
6462.0,,,,7.0,,,0.0,,,1.0,
6467.0,,,,,,,,,,,
6474.0,,,,,,,,,,,
6481.0,,3.0,,,,,0.0,,3.0,,
6489.0,,1.0,,,,,0.0,6.0,,,
6492.0,,,,,,,0.0,,1.0,,
6496.0,,,,,,,0.0,,1.0,,
6498.0,,,,,1.0,,0.0,,,1.0,2.0
6500.0,,,,,,,,,,,
6505.0,,,,,,,0.0,2.0,,1.0,
6508.0,,,,,,,0.0,2.0,,1.0,
6513.0,,60.0,,,,,0.0,,,,
6516.0,,,,,1.0,,0.0,,,2.0,2.0
6535.0,,,,,,,0.0,,,,1.0
6545.0,,,,,,,,,,,
6547.0,,,,,,,0.0,,,,1.0
6554.0,,,,,,,0.0,7.0,,,
6557.0,,,,,1.0,,0.0,,,1.0,
6562.0,,,,,,,,,,,
6564.0,,22.0,,,1.0,,0.0,,,,1.0
6565.0,,,,,,,0.0,1.0,,,
6567.0,,,,,,,0.0,5.0,,,3.0
6576.0,,25.0,,,,,0.0,,,,1.0
6585.0,,63.0,,,,,0.0,2.0,,,
6587.0,,22.0,,,,,0.0,,,,
6602.0,,,,,,,0.0,,,1.0,1.0
6604.0,,5.0,,,,,0.0,,,,
6619.0,,73.0,,,,,0.0,,,,
6633.0,,4.0,,,,,0.0,7.0,2.0,,2.0
6638.0,,25.0,,,1.0,,0.0,26.0,,2.0,1.0
6651.0,,,,,1.0,,0.0,1.0,,1.0,1.0
6659.0,,,,,,,0.0,,,,4.0
6667.0,,,,,,,0.0,,,,1.0
6670.0,,,,,,,0.0,,1.0,,
6671.0,,,,,1.0,,0.0,,,1.0,
6678.0,,,,,,,,,,,
6683.0,,7.0,,,,,0.0,,,,
6694.0,,33.0,,,1.0,,0.0,,,,1.0
6722.0,,,,,,,0.0,,3.0,,
6726.0,,,,,,,0.0,,,1.0,
6734.0,,,,,,,,,,,
6738.0,,50.0,,,1.0,,0.0,24.0,,,1.0
6744.0,,,,,,,,,,,
6763.0,,,,,,,0.0,1.0,,,
6774.0,,86.0,,,1.0,,0.0,,,1.0,1.0
6792.0,,,,,,,,,,,
6807.0,,,,,1.0,,0.0,,,1.0,3.0
6808.0,,,,,,,0.0,4.0,,,
6821.0,,,,,,,0.0,,2.0,,
6828.0,,3.0,,,,,0.0,3.0,,,
6845.0,,,,,,,0.0,,1.0,,
6848.0,,131.0,,,,,0.0,,,,
6857.0,,,,,,,0.0,,,3.0,
6866.0,,1.0,,,,,0.0,,,,1.0
6878.0,,,,,,,,,,,
6901.0,,,,,,,0.0,,,,1.0
6907.0,,20.0,,,1.0,,0.0,,,1.0,1.0
6914.0,,3.0,,,,,0.0,16.0,,,
6925.0,,,,,,,,,,,
6930.0,,24.0,,,1.0,,0.0,4.0,,,4.0
6935.0,,1.0,,,,,0.0,,,,
6942.0,,,,,,,,,,,
6951.0,,,,,1.0,,0.0,,,1.0,
6953.0,,,,1.0,,,0.0,,1.0,,
6963.0,,,,,,,,,,,
6967.0,,,,,,,0.0,3.0,2.0,,1.0
6974.0,,341.0,,,,,0.0,,5.0,,1.0
6980.0,,,,,,,0.0,,,,3.0
6990.0,,,,,,,,,,,
6996.0,,169.0,,,,,0.0,,,,
7000.0,,1.0,,,,,0.0,1.0,,,
7004.0,,,,,,,,,,,
7025.0,,,,,,,0.0,2.0,,,1.0
7046.0,,219.0,,,,,0.0,,,,
7048.0,,6.0,,,,,0.0,,,1.0,1.0
7051.0,,24.0,,,1.0,,0.0,,,1.0,1.0
7068.0,,1.0,,,,,0.0,2.0,,,
7074.0,,26.0,,,,,0.0,3.0,,1.0,
7090.0,,42.0,,,,,0.0,,,,
7091.0,,42.0,,,,,0.0,,,1.0,
7103.0,,8.0,,,,,0.0,,2.0,,
7113.0,,,,,,,,,,,
7118.0,,62.0,,,,,0.0,,,1.0,3.0
7122.0,,,,,,,,,,,
7125.0,,,,,2.0,,0.0,,,2.0,
7141.0,,,,,,,,,,,
7178.0,,110.0,,,,,0.0,2.0,,,
7186.0,,,,,,,,,,,
7187.0,,,,,1.0,,0.0,3.0,1.0,1.0,
7192.0,,8.0,,,1.0,,0.0,6.0,,1.0,1.0
7197.0,,39.0,,,,,0.0,,,,
7205.0,,,,,,,0.0,5.0,,,1.0
7218.0,,,,,,,0.0,,,1.0,2.0
7224.0,,1.0,,,,,0.0,,1.0,,
7236.0,,,,,4.0,,0.0,7.0,,4.0,3.0
7247.0,,,,,,,,,,,
7253.0,,,,,,,0.0,,1.0,1.0,2.0
7266.0,,,,,,,,,,,
7270.0,,,,,,,,,,,
7277.0,,73.0,,,,,0.0,,,,
7288.0,,,,,1.0,,0.0,,,1.0,
7290.0,,5.0,,,,,0.0,,,,
7295.0,,,,,,,,,,,
7296.0,,14.0,,,1.0,,0.0,,,,1.0
7304.0,,22.0,,,1.0,,0.0,,,1.0,
7314.0,,1.0,,,,,0.0,,,1.0,1.0
7320.0,,14.0,,,,,0.0,,,,
7335.0,,20.0,,,,,0.0,,2.0,,
7340.0,,,,,,,0.0,5.0,,,
7343.0,,35.0,,,,,0.0,6.0,,1.0,1.0
7361.0,,1.0,,,,,0.0,2.0,,,
7366.0,,,,,,,0.0,12.0,,,
7367.0,,,,,1.0,,0.0,3.0,,2.0,1.0
7369.0,,,,,3.0,,0.0,,,3.0,3.0
7370.0,,,,,3.0,,0.0,,,3.0,5.0
7378.0,,143.0,,,,,0.0,,,,
7380.0,,,,,,,0.0,,1.0,,
7389.0,,,,,,,,,,,
7398.0,,,,,,,,,,,
7403.0,,,,,1.0,,0.0,,,1.0,1.0
7404.0,,24.0,,,,,0.0,2.0,,,
7405.0,,35.0,,,1.0,,0.0,7.0,,1.0,2.0
7410.0,,31.0,,,1.0,,0.0,3.0,,2.0,2.0
7423.0,,,,,,,,,,,
7424.0,,2.0,,,,,0.0,,,,
7426.0,,,,,,,,,,,
7432.0,,,,,,,,,,,
7433.0,,,,,,,0.0,,,,1.0
7436.0,,5.0,,,,,0.0,7.0,,1.0,
7454.0,,,,,,,0.0,,2.0,,
7455.0,,,,,,,,,,,
7464.0,,,,,1.0,,0.0,5.0,1.0,1.0,1.0
7467.0,,,,,,,0.0,7.0,,,
7486.0,,,,,,,0.0,2.0,,,
7493.0,,85.0,,1.0,1.0,,0.0,2.0,,2.0,2.0
7519.0,,,,,,,,,,,
7540.0,,,,,,,0.0,,1.0,,1.0
7558.0,,,,,,,0.0,,,,1.0
7571.0,,1.0,,,,,0.0,,2.0,,
7574.0,,,,,,,,,,,
7578.0,,2.0,,,,,0.0,,1.0,,
7597.0,,,,,2.0,,0.0,15.0,,4.0,
7600.0,,28.0,,,1.0,,0.0,1.0,,1.0,2.0
7607.0,,,,,,,0.0,,,,1.0
7616.0,,29.0,,,,,0.0,,,,
7635.0,,4.0,,,,,0.0,9.0,,,
7641.0,,9.0,,,1.0,,0.0,5.0,,1.0,1.0
7643.0,,15.0,,,,,0.0,,,,
7646.0,,,,,,,0.0,3.0,,,
7661.0,,41.0,,,,,0.0,,,,
7687.0,,,,,,,0.0,8.0,,,
7702.0,,5.0,,,,,0.0,1.0,,,
7728.0,,,,,,,,,,,
7735.0,,,,,1.0,,0.0,6.0,,1.0,1.0
7736.0,,,,,,,,,,,
7739.0,,,,,,,,,,,
7750.0,,25.0,,,,,0.0,10.0,,,
7759.0,,,,,,,0.0,2.0,,,
7770.0,,44.0,,,1.0,,0.0,2.0,,1.0,
7780.0,,,,,,,,,,,
7789.0,,3.0,,,1.0,,0.0,6.0,,1.0,
7794.0,,,,,1.0,,0.0,,,1.0,2.0
7811.0,,,,,,,,,,,
7830.0,,,,,,,,,,,
7832.0,,,,,,,,,,,
7834.0,,5.0,,,,,0.0,,,,
7836.0,,90.0,,,1.0,,0.0,1.0,1.0,1.0,1.0
7839.0,,,,,,,0.0,1.0,,,
7847.0,,,,,1.0,,0.0,8.0,,1.0,
7860.0,,104.0,,,,,0.0,,2.0,,
7861.0,,,,,1.0,,0.0,14.0,,1.0,1.0
7864.0,,,,,,,0.0,3.0,1.0,,
7865.0,,14.0,,1.0,1.0,,0.0,3.0,1.0,1.0,1.0
7871.0,,,,,,,,,,,
7886.0,,,,,,,,,,,
7888.0,,,,,,,0.0,,,4.0,2.0
7901.0,,1.0,,,,,0.0,,,,
7902.0,,,,,,,,,,,
7903.0,,,,,,,,,,,
7909.0,,,,,,,,,,,
7918.0,,8.0,,,2.0,,0.0,1.0,,1.0,2.0
7919.0,,11.0,,,,,0.0,,,,
7935.0,,,,,,,0.0,1.0,,,
7938.0,,,,,,,,,,,
7939.0,,,,,,,,,,,
7956.0,,14.0,,,,,0.0,23.0,1.0,,
7966.0,,,,,,,0.0,4.0,,,
7969.0,,1.0,,,,,0.0,1.0,,,
7975.0,,4.0,,,1.0,,0.0,,,,1.0
7999.0,,,,,,,,,,,
8005.0,,,,,,,,,,,
8007.0,,211.0,,,,,0.0,1.0,1.0,,
8009.0,,,,,,,0.0,4.0,,,
8022.0,,,,,,,,,,,
8025.0,,,,,,,0.0,5.0,,,
8033.0,,13.0,,,,,0.0,,,,
8069.0,,,,,,,,,,,
8077.0,,90.0,,,,,0.0,2.0,,,
8088.0,,,,,,,0.0,2.0,,1.0,
8105.0,,2.0,,,,,0.0,,,,
8127.0,,18.0,,1.0,,,0.0,4.0,,1.0,
8142.0,,,,,,,,,,,
8145.0,,,,,,,,,,,
8146.0,,,,,,,,,,,
8150.0,,43.0,,,,,0.0,3.0,,,
8153.0,,,,,,,0.0,1.0,,,
8163.0,,10.0,,,,,0.0,,,,
8174.0,,1.0,,,,,0.0,1.0,,,
8177.0,,,,,,,,,,,
8193.0,,,,,,,0.0,,,1.0,
8201.0,,,,,1.0,,0.0,,,1.0,
8206.0,,,,,,,,,,,
8208.0,,,,,,,0.0,4.0,,,
8231.0,,,,,1.0,,0.0,,,1.0,1.0
8261.0,,,,,,,0.0,4.0,,,
8274.0,,,,,,,,,,,
8287.0,,,,,,,,,,,
8298.0,,,,,1.0,,0.0,,,1.0,
8314.0,,,,,,,0.0,5.0,,,
8347.0,,2.0,,,1.0,,0.0,19.0,,3.0,
8351.0,,91.0,,,,,0.0,12.0,,,
8352.0,,,,,,,,,,,
8362.0,,,,,,,,,,,
8363.0,,,,,,,,,,,
8378.0,,36.0,,,,,0.0,,,,
8401.0,,,,,,,,,,,
8407.0,,1.0,,,,,0.0,7.0,,1.0,1.0
8413.0,,13.0,,,,,0.0,1.0,,,
8417.0,,,,,,,0.0,2.0,,,
8421.0,,,,,,,,,,,
8422.0,,,,,,,,,,,
8440.0,,,,,,,0.0,5.0,,,
8467.0,,,,,,,0.0,4.0,,,
8469.0,,45.0,,,,,0.0,,,,
8474.0,,18.0,,,,,0.0,3.0,1.0,,
8477.0,,5.0,,,,,0.0,7.0,,,
8483.0,,2.0,,,,,0.0,4.0,,,
8488.0,,,,,,,,,,,
8493.0,,,,,,,0.0,1.0,,,
8497.0,,,,,,,,,,,
8500.0,,,,,,,,,,,
8501.0,,11.0,,,,,0.0,13.0,,,
8504.0,,,,,1.0,,0.0,,,1.0,1.0
8505.0,,,,,1.0,,0.0,3.0,,1.0,1.0
8519.0,,,,,,,,,,,
8525.0,,,,,,,,,,,
8527.0,,,,,,,,,,,
8536.0,,,,,,,,,,,
8586.0,,,,,,,,,,,
8627.0,,,,,1.0,,0.0,2.0,,1.0,
8638.0,,,,,,,,,,,
8646.0,,,,,,,,,,,
8647.0,,,,,,,,,,,
8648.0,,2.0,,,,,0.0,,,,
8649.0,,,,,,,0.0,4.0,,,
8687.0,,,,,,,,,,,
8688.0,,,,,,,0.0,6.0,,,
8695.0,,,,,,,,,,,
8697.0,,,,,,,0.0,3.0,1.0,1.0,
8698.0,,,,,,,,,,,
8709.0,,74.0,,,,,0.0,8.0,,,1.0
8712.0,,,,,,,0.0,1.0,,,
8716.0,,,,,,,0.0,,,1.0,1.0
8719.0,,,,,,,0.0,8.0,1.0,,
8723.0,,,,,,,,,,,
8733.0,,,,,,,,,,,
8752.0,,214.0,,,1.0,,0.0,1.0,,,1.0
8758.0,,,,,,,,,,,
8760.0,,,,,,,,,,,
8764.0,,,,,,,,,,,
8789.0,,,,,,,,,,,
8811.0,,,,,,,,,,,
8825.0,,,,,,,,,,,
8827.0,,62.0,,,,,0.0,,,,
8828.0,,,,,,,0.0,5.0,,,
8833.0,,,,,,,,,,,
8887.0,,,,,,,,,,,
8898.0,,,,,,,,,,,
8902.0,,,,,,,,,,,
8904.0,,,,,,,,,,,
8905.0,,,,,,,0.0,2.0,,,
8916.0,,104.0,,,,,0.0,,,,
8918.0,,,,,,,,,,,
8928.0,,,,,,,,,,,
8931.0,,,,,,,,,,,
8932.0,,,,,,,0.0,,1.0,,
8935.0,,,,,,,0.0,8.0,,,
8939.0,,,,,,,,,,,
8941.0,,,,,,,,,,,
8942.0,,,,,,,,,,,
8954.0,,,,,,,,,,,
8955.0,,,,,,,,,,,
8961.0,,,,,,,,,,,
8964.0,,,,,1.0,,0.0,,1.0,1.0,3.0
8969.0,,35.0,,,,,0.0,1.0,,,
8998.0,,,,,,,,,,,
9003.0,,,,,,,,,,,
9015.0,,4.0,,,,,0.0,2.0,,,
9017.0,,,,,,,,,,,
9031.0,,29.0,,,,,0.0,,,,
9066.0,,,,,,,,,,,
9073.0,,,,,,,,,,,
9115.0,,,,,,,0.0,1.0,,,
9123.0,,,,,,,,,,,
9143.0,,,,,,,0.0,5.0,,,
9158.0,,,,,,,0.0,4.0,,,
9178.0,,,,,,,0.0,6.0,,,
9181.0,,,,,,,,,,,
9183.0,,,,,,,0.0,3.0,,,
9206.0,,6.0,,,,,0.0,2.0,,,
9207.0,,87.0,,,,,0.0,3.0,,1.0,
9214.0,,,,,,,,,,,
9221.0,,,,,,,0.0,2.0,,,
9224.0,,,,,,,,,,,
9248.0,,,,,,,0.0,3.0,1.0,1.0,
9262.0,,,,,,,0.0,6.0,,,
9266.0,,,,,,,,,,,
9269.0,,3.0,,,,,0.0,1.0,,,
9275.0,,,,,,,,,,,
9300.0,,,,,,,,,,,
9336.0,,,,,,,,,,,
9343.0,,,,,,,0.0,,1.0,,
9345.0,,3.0,,,,,0.0,2.0,,,
9351.0,,,,,,,,,,,
9358.0,,,,,,,,,,,
9375.0,,,,,,,,,,,
9384.0,,,,,,,0.0,2.0,,,
9388.0,,,,,,,,,,,
9391.0,,,,,,,,,,,
9395.0,,73.0,,,,,0.0,4.0,,,
9406.0,,,,,,,,,,,
9419.0,,,,,,,,,,,
9423.0,,3.0,,,,,0.0,,,,
9431.0,,,,,,,,,,,
9436.0,,,,,,,,,,,
9457.0,,23.0,,,,,0.0,6.0,,1.0,
9500.0,,,,,,,,,,,
9540.0,,,,,,,,,,,
9545.0,,,,,,,,,,,
9560.0,,4281.0,,60.0,3.0,,0.0,280.0,8.0,3.0,6.0
9561.0,,553.0,,25.0,2.0,,0.0,83.0,2.0,1.0,2.0
9571.0,,,,,,,,,,,
9579.0,,,,,,,0.0,5.0,,,
9584.0,,,,,,,,,,,
9590.0,,70.0,,,,,0.0,,,,
9591.0,,,,,,,,,,,
9594.0,,,,,,,,,,,
9617.0,,,,,,,,,,,
9623.0,,9.0,,,1.0,,0.0,6.0,,1.0,
9638.0,,73.0,,,,,0.0,,,1.0,
9648.0,,8.0,,,,,0.0,2.0,,,
9651.0,,,,,,,,,,,
9652.0,,,,,,,,,,,
9656.0,,,,,,,,,,,
9668.0,,,,,,,,,,,
9674.0,,,,,,,0.0,2.0,,,
9684.0,,,,,,,,,,,
9685.0,,,,,,,,,,,
9696.0,,,,,,,,,,,
9709.0,,,,,,,0.0,2.0,,,
9743.0,,,,,,,,,,,
9771.0,,,,,,,,,,,
9800.0,,,,,,,,,,,
9811.0,,,,,,,,,,,
9832.0,,,,,,,,,,,
9849.0,,,,,,,,,,,
9861.0,,,,,,,,,,,
9868.0,,118.0,,,,,0.0,,,,
9886.0,,,,,,,,,,,
9906.0,,,,,,,,,,,
9943.0,,,,,,,,,,,
9945.0,,,,,,,,,,,
9946.0,,,,,,,,,,,
9960.0,,,,,,,0.0,3.0,,,
9991.0,,,,,,,,,,,
10005.0,,93.0,,1.0,,,0.0,4.0,,,
10013.0,,,,,,,,,,,
10024.0,,,,,,,,,,,
10027.0,,4.0,,,,,0.0,3.0,1.0,,
10032.0,,100.0,,,1.0,,0.0,1.0,,1.0,
10034.0,,,,,,,,,,,
10036.0,,,,,,,,,,,
10067.0,,,,,,,,,,,
10072.0,,,,,,,,,,,
10074.0,,,,,,,0.0,4.0,,1.0,
10110.0,,2.0,,,,,0.0,2.0,,,
10111.0,,,,,,,,,,,
10113.0,,,,,,,,,,,
10147.0,,,,,,,,,,,
10150.0,,,,,,,,,,,
10167.0,,,,,,,,,,,
10180.0,,,,,,,,,,,
10181.0,,118.0,,,,,0.0,1.0,1.0,,
10206.0,,,,,,,,,,,
10230.0,,,,,,,,,,,
10279.0,,,,,,,,,,,
10308.0,,,,,,,0.0,2.0,,,
10319.0,,,,,,,,,,,
10441.0,,,,,,,,,,,
10453.0,,,,,,,,,,,
10482.0,,,,,,,,,,,
10501.0,,,,,,,,,,,
10510.0,,,,,,,,,,,
10514.0,,,,,,,0.0,4.0,,,
10518.0,,,,,,,,,,,
10542.0,,,,,,,,,,,
10559.0,,,,,,,0.0,2.0,1.0,,
10565.0,,148.0,,,,,0.0,15.0,,3.0,
10592.0,,,,,,,,,,,
10635.0,,,,,,,,,,,
10719.0,,,,,,,,,,,
10721.0,,,,,,,,,,,
10735.0,,,,,,,,,,,
10781.0,,,,,,,,,,,
10782.0,,,,,,,,,,,
10811.0,,4.0,,,,,0.0,7.0,,,
10832.0,,,,,,,,,,,
10874.0,,,,,,,,,,,
10955.0,,,,,,,,,,,
10982.0,,,,,,,,,,,
10988.0,,,,,,,,,,,
11050.0,,,,,,,,,,,
11066.0,,,,,,,,,,,
11092.0,,,,,,,,,,,
11134.0,,,,,,,,,,,
11159.0,,,,,,,,,,,
11188.0,,,,,,,,,,,
11190.0,,,,,,,,,,,
11205.0,,,,,,,,,,,
11351.0,,,,,,,,,,,
11352.0,,,,,,,,,,,
11396.0,,,,,,,,,,,
11611.0,,,,,,,,,,,
11623.0,,,,,,,,,,,
11750.0,,,,,,,,,,,
11859.0,,,,,,,,,,,
11860.0,,,,,,,,,,,
12002.0,,,,,,,,,,,
12177.0,,,,,,,,,,,
