,Citations,Likes,en.search.wordpress.com,en.wikipedia.org,europepmc.org,f1000.com,scholar.google.com,twitter.com,www.citeulike.org,Pubmed_Citations,Scopus
2565.0,,,,,,,,,,,
2598.0,,,,,,,,,,,
2626.0,,,,,,,,,,,
2630.0,,,,,,,,,,,
2634.0,,,,,,,,,,,
2637.0,,,,,,,,,,,
2641.0,,,,,,,,,,,
2653.0,,,,,,,,,,,
2667.0,,,,,,,,,,,
2669.0,,,,,,,,,,,
2670.0,,,,,,,,,,,
2674.0,,,,,,,,,,,
2676.0,1.0,,,,4.0,,0.0,3.0,,4.0,
2678.0,1.0,2.0,,,,,0.0,,,,
2687.0,,,,,,1.0,0.0,,,1.0,1.0
2725.0,,,,,1.0,,0.0,,,1.0,5.0
2726.0,,1.0,,,,,0.0,,,,
2730.0,1.0,,,12.0,2.0,,0.0,,,6.0,
2734.0,,22.0,,,1.0,,0.0,,,2.0,
2736.0,1.0,,,,2.0,,0.0,1.0,,1.0,
2740.0,2.0,,,,5.0,,0.0,,,5.0,1.0
2743.0,2.0,3.0,,,4.0,,0.0,,,4.0,
2750.0,3.0,42.0,,1.0,2.0,,0.0,,,2.0,
2755.0,,8.0,,,,,0.0,3.0,,,3.0
2758.0,5.0,1.0,,,8.0,,0.0,,,8.0,12.0
2772.0,1.0,,,,3.0,,0.0,,,5.0,
2777.0,,1.0,,,,,0.0,14.0,,1.0,2.0
2780.0,1.0,,,,,,0.0,,,,3.0
2784.0,1.0,,,,2.0,,0.0,,,2.0,4.0
2786.0,,,,,,,0.0,,,1.0,1.0
2792.0,,13.0,,,,,0.0,,1.0,,1.0
2798.0,1.0,29.0,,,5.0,,0.0,,,5.0,
2805.0,,,,,,,,,,,
2809.0,2.0,,,,3.0,,0.0,,1.0,2.0,
2811.0,2.0,18.0,1.0,,2.0,,0.0,,,2.0,2.0
2812.0,1.0,1.0,,,3.0,,0.0,,,4.0,3.0
2813.0,2.0,2.0,,,3.0,,0.0,,,4.0,2.0
2833.0,,1.0,,,4.0,,0.0,,,4.0,6.0
2839.0,,,,,1.0,,0.0,22.0,,1.0,6.0
2844.0,1.0,864.0,,1.0,1.0,,0.0,,,1.0,
2848.0,1.0,1.0,,,,,0.0,,,,2.0
2851.0,1.0,14.0,,,4.0,,0.0,,,10.0,
2860.0,1.0,,,,,4.0,0.0,,,7.0,6.0
2863.0,,31.0,,,2.0,,0.0,6.0,,2.0,
2866.0,3.0,34.0,,2.0,12.0,,0.0,1.0,,12.0,
2869.0,,1.0,,,,,0.0,1.0,3.0,,
2872.0,1.0,,,,2.0,8.0,0.0,,,7.0,
2875.0,,,,,,,0.0,,,1.0,1.0
2882.0,,,,,2.0,2.0,0.0,,,3.0,6.0
2907.0,,,,,2.0,,0.0,,,2.0,5.0
2910.0,,,,,,,0.0,2.0,,,
2917.0,,5.0,,,,,0.0,,,,
2923.0,,,,,,,,,,,
2935.0,,115.0,,,4.0,,0.0,14.0,2.0,10.0,
2938.0,1.0,29.0,,,1.0,,0.0,,,1.0,
2950.0,,,,,2.0,2.0,0.0,,,2.0,
2951.0,1.0,873.0,,,4.0,,0.0,7.0,,4.0,3.0
2963.0,1.0,,,,,,0.0,1.0,,2.0,2.0
2964.0,,1.0,,,2.0,,0.0,,,2.0,3.0
2975.0,,,,,1.0,,0.0,,,3.0,5.0
2978.0,2.0,18.0,,1.0,9.0,,0.0,,,10.0,
2981.0,,,,,1.0,,0.0,,,1.0,2.0
2996.0,,22.0,,,,,0.0,,,,3.0
2999.0,1.0,1.0,,,2.0,,0.0,,,2.0,
3005.0,1.0,2.0,,,2.0,,0.0,3.0,,2.0,
3007.0,1.0,72.0,,,4.0,,0.0,9.0,,5.0,4.0
3011.0,1.0,4.0,,,1.0,,0.0,,,1.0,2.0
3023.0,1.0,,,,6.0,,0.0,,,6.0,11.0
3025.0,2.0,1.0,,,5.0,,0.0,,,5.0,
3031.0,,,,,3.0,3.0,0.0,,,6.0,9.0
3032.0,1.0,,,,1.0,,0.0,1.0,,3.0,1.0
3035.0,1.0,,,,4.0,,0.0,6.0,,3.0,10.0
3043.0,,45.0,,,1.0,,0.0,25.0,,1.0,4.0
3061.0,1.0,,,,6.0,,0.0,,1.0,7.0,
3069.0,2.0,,,,4.0,,0.0,,,4.0,7.0
3075.0,1.0,81.0,3.0,,3.0,,0.0,,,5.0,10.0
3077.0,,,,,,,0.0,,,,1.0
3080.0,6.0,11.0,,,5.0,,0.0,3.0,,12.0,17.0
3083.0,,1.0,,,2.0,,0.0,,,2.0,5.0
3091.0,,,,,2.0,,0.0,,,4.0,
3100.0,2.0,1.0,,,3.0,,0.0,,1.0,4.0,
3104.0,,,,,1.0,,0.0,,,1.0,5.0
3110.0,,1.0,,,,2.0,0.0,,,,
3115.0,,22.0,,,1.0,1.0,0.0,,,2.0,9.0
3125.0,2.0,,,,11.0,,0.0,5.0,1.0,11.0,2.0
3126.0,,109.0,,,1.0,,0.0,,,1.0,2.0
3145.0,,1.0,,,6.0,2.0,0.0,,,7.0,
3159.0,,4.0,1.0,,,,0.0,10.0,,1.0,
3180.0,,,,,1.0,,0.0,,2.0,3.0,2.0
3185.0,,,,,,,0.0,,,1.0,
3189.0,,10.0,,,3.0,,0.0,,,4.0,1.0
3191.0,2.0,,,,2.0,,0.0,,,3.0,2.0
3197.0,,59.0,,,,,0.0,,,2.0,
3198.0,1.0,,,,4.0,,0.0,,,5.0,6.0
3205.0,,,,,1.0,,0.0,,,2.0,2.0
3206.0,2.0,43.0,,,2.0,1.0,0.0,,,1.0,7.0
3222.0,,,,,,,0.0,,,,1.0
3229.0,1.0,,,,1.0,,0.0,1.0,,2.0,2.0
3239.0,,4.0,,,2.0,,0.0,,,2.0,5.0
3245.0,,206.0,,,1.0,,0.0,10.0,,1.0,2.0
3251.0,,,,,3.0,,0.0,,,3.0,
3254.0,,2.0,,,2.0,,0.0,,2.0,3.0,4.0
3255.0,1.0,,,,1.0,,0.0,,,1.0,4.0
3256.0,,8.0,,1.0,,,0.0,,,,
3270.0,,158.0,,,,,0.0,2.0,,,
3271.0,,24.0,,,,,0.0,,,1.0,4.0
3273.0,,,,,3.0,2.0,0.0,,,5.0,16.0
3275.0,,,,,,,0.0,11.0,2.0,5.0,
3282.0,,,,,,,0.0,17.0,,,
3293.0,,24.0,,,1.0,,0.0,,1.0,1.0,2.0
3297.0,,1.0,,,,,0.0,11.0,,,
3300.0,1.0,4.0,,,5.0,,0.0,18.0,,6.0,
3307.0,,,1.0,,,,0.0,,,1.0,
3311.0,,,,,1.0,,0.0,11.0,,1.0,5.0
3318.0,,,,,4.0,,0.0,27.0,4.0,5.0,
3342.0,1.0,1.0,,,,,0.0,2.0,,1.0,2.0
3346.0,,69.0,,,,,0.0,,,1.0,1.0
3348.0,,,,,2.0,,0.0,,,3.0,
3351.0,,1.0,,,,2.0,0.0,,,,
3357.0,2.0,45.0,,,5.0,,0.0,2.0,,5.0,7.0
3363.0,,,,,2.0,,0.0,,,1.0,1.0
3372.0,,,,,1.0,,0.0,,,3.0,
3383.0,,,,,4.0,,0.0,,,3.0,4.0
3385.0,,,,,1.0,,0.0,,,4.0,
3390.0,,57.0,,,,,0.0,,,,
3397.0,1.0,2.0,,1.0,3.0,,0.0,,4.0,3.0,
3398.0,,39.0,,,1.0,,0.0,,,1.0,
3399.0,,1.0,,,2.0,,0.0,,,4.0,20.0
3405.0,,12.0,,,,,0.0,,,,
3406.0,,24.0,,,2.0,,0.0,1.0,,2.0,3.0
3421.0,,14.0,,,4.0,,0.0,,,4.0,
3422.0,,61.0,,,1.0,,0.0,,,1.0,
3427.0,,,,,,2.0,0.0,,,2.0,4.0
3430.0,1.0,23.0,1.0,1.0,1.0,,0.0,,7.0,5.0,
3433.0,,68.0,,,1.0,,0.0,9.0,1.0,2.0,
3440.0,,,,,,,0.0,,,2.0,
3445.0,,,,,,,0.0,4.0,,,
3464.0,,1.0,,,3.0,,0.0,4.0,,2.0,9.0
3467.0,,,,,3.0,,0.0,,,3.0,4.0
3468.0,,,,,1.0,,0.0,,,1.0,
3473.0,,,,,3.0,,0.0,,,4.0,4.0
3476.0,,,,,,2.0,0.0,2.0,,1.0,1.0
3487.0,,,,,,,,,,,
3496.0,,2.0,,,2.0,,0.0,,,2.0,5.0
3498.0,,4.0,1.0,,1.0,,0.0,,,1.0,4.0
3502.0,1.0,,,,1.0,,0.0,,,1.0,2.0
3504.0,1.0,28.0,,,1.0,,0.0,10.0,,1.0,
3522.0,,45.0,,,1.0,,0.0,3.0,,1.0,3.0
3523.0,1.0,39.0,,,10.0,,0.0,,3.0,15.0,
3528.0,1.0,96.0,,,6.0,,0.0,,,8.0,9.0
3532.0,1.0,,,,1.0,,0.0,4.0,,1.0,
3549.0,,119.0,,,,,0.0,,2.0,,
3553.0,,,,,1.0,,0.0,,,1.0,
3558.0,,,,,,,0.0,,,1.0,2.0
3568.0,1.0,9.0,,,4.0,1.0,0.0,16.0,8.0,8.0,10.0
3573.0,,4.0,,,,2.0,0.0,,1.0,2.0,
3574.0,,26.0,,,,,0.0,6.0,,1.0,
3579.0,,,,,1.0,,0.0,1.0,,1.0,
3581.0,,,,,3.0,4.0,0.0,,,3.0,6.0
3582.0,,,,,1.0,,0.0,,,2.0,4.0
3587.0,,,,,1.0,,0.0,,,1.0,3.0
3596.0,1.0,,,,1.0,,0.0,,,1.0,
3600.0,,,,,1.0,,0.0,,,4.0,
3604.0,,,,,1.0,,0.0,,,1.0,2.0
3606.0,,,,,,,,,,,
3609.0,,3.0,,,3.0,,0.0,,,3.0,
3613.0,,6.0,,,,,0.0,4.0,1.0,2.0,
3626.0,,,,,1.0,,0.0,,,1.0,
3635.0,,,,,,,0.0,,1.0,,2.0
3638.0,,13.0,,1.0,5.0,1.0,0.0,,,6.0,4.0
3641.0,,2.0,,,,,0.0,,3.0,4.0,6.0
3648.0,1.0,,,,,,0.0,,,1.0,
3650.0,,833.0,,,1.0,,0.0,5.0,,1.0,1.0
3653.0,,,,,,,0.0,1.0,,,1.0
3656.0,,1.0,,,6.0,,0.0,10.0,1.0,7.0,6.0
3658.0,,,,,3.0,,0.0,,,4.0,4.0
3663.0,,7.0,,,,,0.0,,,,
3665.0,5.0,1.0,,,16.0,,0.0,11.0,,15.0,37.0
3671.0,,,,,,,0.0,,,,4.0
3674.0,,,,,1.0,,0.0,6.0,,1.0,3.0
3676.0,,27.0,,,3.0,,0.0,7.0,,6.0,
3679.0,,7.0,1.0,,1.0,,0.0,2.0,,1.0,
3680.0,1.0,,,,2.0,,0.0,5.0,2.0,2.0,
3695.0,,11.0,,,,1.0,0.0,3.0,,,
3696.0,1.0,3.0,,,3.0,,0.0,2.0,1.0,3.0,
3700.0,,,,,,,0.0,,1.0,1.0,
3701.0,,,,,,,,,,,
3703.0,2.0,2.0,,,2.0,2.0,0.0,,2.0,7.0,14.0
3706.0,,2.0,,,3.0,,0.0,2.0,,3.0,7.0
3711.0,,4.0,,,,,0.0,,,1.0,
3714.0,1.0,,,,,,0.0,,,,
3720.0,,,,,3.0,,0.0,,,3.0,
3722.0,,2.0,,,1.0,,0.0,,,1.0,1.0
3724.0,,,,,,,,,,,
3726.0,,92.0,,,2.0,,0.0,,,2.0,
3727.0,,,,,,,,,,,
3728.0,,24.0,,,1.0,,0.0,8.0,,3.0,
3735.0,,,,,,3.0,0.0,,5.0,5.0,
3737.0,,39.0,,,,,0.0,10.0,1.0,1.0,
3743.0,,1.0,,,,,0.0,,,,
3751.0,,,,,2.0,,0.0,,,1.0,
3756.0,2.0,1.0,,,8.0,,0.0,,,7.0,7.0
3764.0,,44.0,,,,,0.0,1.0,,,
3765.0,,,,,1.0,,0.0,,,1.0,4.0
3766.0,,23.0,,,2.0,,0.0,,,5.0,
3772.0,1.0,,,,1.0,2.0,0.0,,,5.0,
3778.0,,,,,,,0.0,,1.0,,
3779.0,,,,,2.0,1.0,0.0,,,4.0,
3781.0,,43.0,,,2.0,,0.0,,,3.0,
3785.0,,69.0,,,1.0,,0.0,3.0,,2.0,
3790.0,,,,,,,0.0,,,2.0,1.0
3821.0,1.0,16.0,,,3.0,,0.0,,,7.0,
3842.0,,,,,,,,,,,
3848.0,,31.0,,,1.0,,0.0,,1.0,4.0,
3851.0,,,,,1.0,,0.0,,,2.0,
3868.0,,27.0,,,,,0.0,14.0,1.0,,
3881.0,,,,,,,0.0,,,1.0,2.0
3891.0,,,,,2.0,,0.0,,,2.0,3.0
3892.0,,,,,,,,,,,
3895.0,,31.0,,,,,0.0,,,,
3913.0,,,,,,,0.0,,,1.0,
3915.0,,,,,2.0,,0.0,4.0,1.0,3.0,3.0
3925.0,,,,,,,,,,,
3939.0,,8.0,,,,1.0,0.0,,1.0,2.0,
3941.0,,6.0,,,1.0,,0.0,,,4.0,
3943.0,,8.0,,,1.0,,0.0,,,4.0,
3949.0,,,,,2.0,,0.0,,1.0,3.0,
3952.0,,,,,,,0.0,6.0,5.0,,1.0
3970.0,,22.0,,,4.0,2.0,0.0,,,4.0,9.0
3971.0,,,,,2.0,,0.0,,1.0,2.0,2.0
3977.0,,,,,,,0.0,1.0,,,
4000.0,,65.0,,,3.0,,0.0,23.0,1.0,4.0,
4006.0,,,,,1.0,,0.0,,1.0,1.0,5.0
4046.0,,25.0,,,2.0,,0.0,3.0,,2.0,
4047.0,,52.0,,,,,0.0,,,,
4052.0,,,,,1.0,,0.0,,,2.0,1.0
4057.0,,,,,,,,,,,
4059.0,,,,,1.0,,0.0,,,1.0,
4066.0,,,,,2.0,,0.0,,,2.0,
4069.0,,11.0,,,1.0,,0.0,9.0,,1.0,
4070.0,1.0,24.0,,,2.0,1.0,0.0,,,2.0,
4094.0,1.0,2.0,,,2.0,,0.0,,4.0,2.0,
4106.0,,47.0,,,2.0,,0.0,,,8.0,
4111.0,,20.0,,,2.0,,0.0,,,2.0,
4114.0,,20.0,,,1.0,,0.0,,,2.0,
4120.0,,13.0,,,4.0,,0.0,6.0,,4.0,
4121.0,,,,,7.0,,0.0,,,7.0,
4123.0,,,1.0,,1.0,,0.0,,,2.0,
4126.0,,23.0,,,,,0.0,,2.0,,
4132.0,,1.0,,,,1.0,0.0,,,,1.0
4135.0,,,,,,,0.0,,,1.0,3.0
4137.0,1.0,67.0,,,,,0.0,1.0,,1.0,
4147.0,,2.0,,,1.0,,0.0,8.0,,2.0,
4158.0,,,,,,,,,,,
4165.0,,67.0,,,,2.0,0.0,,,,
4177.0,1.0,,,,3.0,2.0,0.0,,,3.0,7.0
4187.0,,33.0,,,,,0.0,,,1.0,
4193.0,,,,,1.0,,0.0,,,1.0,
4205.0,,,,,4.0,,0.0,1.0,,4.0,
4207.0,,13.0,,,,,0.0,,,1.0,1.0
4220.0,,6.0,,,,,0.0,,,,
4232.0,,,,,1.0,,0.0,,,1.0,
4234.0,,,,,2.0,,0.0,,,2.0,
4235.0,,,,,1.0,,0.0,,1.0,2.0,
4236.0,,78.0,,,3.0,,0.0,18.0,,3.0,
4241.0,,,,,,,,,,,
4247.0,,2.0,,,1.0,,0.0,,,1.0,
4249.0,,,,,2.0,,0.0,3.0,,2.0,3.0
4250.0,,29.0,,,,,0.0,,,2.0,
4251.0,,,,,2.0,,0.0,3.0,,4.0,
4260.0,,,,,1.0,,0.0,,,1.0,
4263.0,,,,,2.0,,0.0,,,2.0,
4266.0,,45.0,,,2.0,,0.0,,4.0,2.0,6.0
4279.0,,,,,,,0.0,,,,2.0
4287.0,,1.0,,,,,0.0,,,1.0,1.0
4288.0,,6.0,,,,,0.0,2.0,,,
4316.0,,41.0,,,,,0.0,2.0,,,
4346.0,,4.0,,,,,0.0,,1.0,,
4353.0,,,1.0,,,,0.0,,,1.0,3.0
4366.0,,,,,2.0,,0.0,,,2.0,
4378.0,,1.0,,,1.0,2.0,0.0,,1.0,4.0,2.0
4379.0,,,,,,,0.0,1.0,,,1.0
4380.0,,,,,1.0,,0.0,,,1.0,
4387.0,,,,,2.0,,0.0,,,2.0,2.0
4389.0,,,,,,,0.0,,2.0,,
4390.0,1.0,,1.0,,1.0,,0.0,2.0,,1.0,3.0
4395.0,5.0,202.0,,2.0,18.0,,0.0,13.0,4.0,19.0,
4402.0,1.0,,,,1.0,,0.0,2.0,,2.0,
4406.0,,,,,2.0,,0.0,,,5.0,
4407.0,,44.0,,,,,0.0,,,,
4415.0,,41.0,,,1.0,,0.0,,,1.0,
4418.0,,2.0,,,1.0,,0.0,,,3.0,
4433.0,,12.0,,,1.0,,0.0,3.0,,3.0,3.0
4437.0,,27.0,,,,,0.0,1.0,,,
4449.0,,,,,,,0.0,4.0,,,
4463.0,,,,,,,0.0,,,1.0,
4478.0,,,,,1.0,,0.0,,1.0,2.0,
4489.0,,,,,,,0.0,3.0,,,1.0
4490.0,,4.0,,,,,0.0,5.0,1.0,2.0,
4491.0,,,,,,,,,,,
4493.0,,71.0,,,1.0,,0.0,,,1.0,1.0
4494.0,,,,,,3.0,0.0,,,,3.0
4499.0,,5.0,,,1.0,,0.0,9.0,,2.0,1.0
4501.0,,27.0,,,1.0,,0.0,,,1.0,
4506.0,,,,,1.0,,0.0,,,1.0,
4517.0,,,,,,,0.0,,,1.0,
4525.0,,2.0,,,1.0,,0.0,,,1.0,
4530.0,,32.0,,,2.0,2.0,0.0,,,2.0,5.0
4531.0,,,,,2.0,,0.0,,,2.0,
4534.0,,1.0,,,,,0.0,,,,
4535.0,,48.0,,,,2.0,0.0,,2.0,1.0,2.0
4539.0,,59.0,,,,,0.0,,,,
4543.0,,2.0,,,,,0.0,1.0,,,
4551.0,,,,,,,0.0,,1.0,,2.0
4577.0,,8.0,,,8.0,1.0,0.0,3.0,2.0,8.0,
4580.0,,13.0,,,6.0,,0.0,3.0,2.0,6.0,
4581.0,,1.0,,1.0,1.0,,0.0,70.0,1.0,1.0,
4585.0,,3.0,,,,,0.0,5.0,,,
4591.0,,,,,,4.0,0.0,3.0,,1.0,
4601.0,,,,,4.0,5.0,0.0,9.0,,4.0,
4605.0,,6.0,,,,,0.0,5.0,,2.0,
4617.0,,,,,,,0.0,5.0,,,
4629.0,1.0,,,,1.0,,0.0,,,3.0,
4630.0,,,,,,,0.0,11.0,,,
4631.0,,,,,3.0,,0.0,,,3.0,5.0
4634.0,,28.0,,,,,0.0,,,,
4637.0,,,,,,,0.0,,3.0,2.0,
4640.0,,15.0,,,,,0.0,2.0,1.0,,
4645.0,,,,,,,0.0,6.0,,1.0,1.0
4659.0,,,,,,,,,,,
4660.0,,,,,1.0,,0.0,1.0,1.0,1.0,
4664.0,,1.0,,,2.0,,0.0,,,2.0,
4677.0,,17.0,,,,,0.0,,,,
4686.0,,,1.0,,,,0.0,,,,5.0
4692.0,,,,,1.0,,0.0,,,2.0,3.0
4693.0,,4.0,,,,,0.0,,,,
4711.0,,2.0,,,,,0.0,4.0,,3.0,
4718.0,,,,,,,,,,,
4726.0,,,,,,,,,,,
4729.0,,35.0,,,,,0.0,7.0,,,
4745.0,,,,,,,0.0,7.0,,,
4766.0,,1.0,,,6.0,,0.0,9.0,1.0,15.0,
4775.0,,,,,1.0,,0.0,1.0,,2.0,2.0
4785.0,,18.0,,,1.0,,0.0,5.0,,2.0,
4790.0,,17.0,,,,,0.0,,1.0,1.0,
4801.0,,1.0,,,,,0.0,,,,
4803.0,,,,,1.0,,0.0,,,2.0,
4806.0,,32.0,,,,2.0,0.0,,2.0,1.0,1.0
4811.0,,7.0,,,,,0.0,,,,
4837.0,,59.0,,,1.0,,0.0,1.0,4.0,1.0,
4851.0,,,,,,,0.0,,,,1.0
4854.0,,,,,1.0,,0.0,,,2.0,
4871.0,,,,,1.0,,0.0,6.0,,1.0,1.0
4872.0,,,,,1.0,,0.0,1.0,,1.0,
4875.0,,35.0,,,,1.0,0.0,,,2.0,1.0
4876.0,,2.0,,,,,0.0,,,,
4878.0,,,,,,,0.0,2.0,,,
4883.0,,11.0,,,1.0,,0.0,,,1.0,
4885.0,,41.0,,1.0,1.0,,0.0,13.0,,2.0,1.0
4889.0,,13.0,,,1.0,,0.0,5.0,,1.0,
4919.0,,,,,,,0.0,,,1.0,2.0
4940.0,,60.0,,,,,0.0,,,,1.0
4953.0,,,,,1.0,,0.0,1.0,1.0,3.0,2.0
4960.0,,,,,,,,,,,
4969.0,,,,,1.0,,0.0,,,1.0,
4970.0,,,,,1.0,,0.0,,,1.0,1.0
4979.0,,,,,1.0,,0.0,,,1.0,
4986.0,,4.0,,,1.0,,0.0,15.0,,3.0,
4988.0,,,,,,,0.0,,,2.0,
4995.0,,,,,1.0,,0.0,,,1.0,
4996.0,,,,,,2.0,0.0,,,,2.0
5005.0,,149.0,,12.0,,,0.0,,2.0,,1.0
5007.0,,,,,1.0,,0.0,9.0,1.0,1.0,1.0
5025.0,,2.0,,,,,0.0,,,,1.0
5031.0,,4.0,,,1.0,,0.0,,,1.0,
5033.0,,64.0,,,1.0,,0.0,,,5.0,4.0
5042.0,,2.0,,,,,0.0,,,1.0,
5048.0,,28.0,,,6.0,,0.0,21.0,3.0,6.0,
5055.0,,17.0,,,3.0,,0.0,,,4.0,2.0
5061.0,,63.0,,,,,0.0,,,,
5068.0,,,,,,,0.0,,2.0,1.0,
5098.0,,58.0,,1.0,,,0.0,24.0,,2.0,1.0
5105.0,,,,,1.0,2.0,0.0,1.0,1.0,1.0,
5115.0,,,,,1.0,1.0,0.0,2.0,,1.0,
5116.0,,119.0,,,,,0.0,9.0,,,
5118.0,,,,,,,,,,,
5124.0,,,,,,,0.0,8.0,,,
5125.0,,,,,1.0,,0.0,,1.0,1.0,
5142.0,,1.0,,,,,0.0,,1.0,,1.0
5151.0,,,,,,,,,,,
5154.0,,241.0,,,1.0,,0.0,3.0,1.0,1.0,3.0
5161.0,,,,,2.0,,0.0,,,2.0,1.0
5165.0,,,,,,,,,,,
5166.0,,30.0,,,2.0,,0.0,3.0,2.0,3.0,2.0
5178.0,,8.0,,,,2.0,0.0,,,,1.0
5196.0,,114.0,,,,,0.0,3.0,,,
5198.0,,68.0,,1.0,,,0.0,11.0,,1.0,
5216.0,,14.0,,,,,0.0,3.0,,1.0,1.0
5241.0,,71.0,,,,,0.0,,,,
5242.0,,,,,1.0,,0.0,,,1.0,
5255.0,,2.0,,,4.0,,0.0,,2.0,4.0,4.0
5269.0,,,,,3.0,1.0,0.0,,,4.0,6.0
5279.0,,13.0,,,,,0.0,,,,1.0
5289.0,,,,,,,0.0,,,,2.0
5290.0,,,,,1.0,,0.0,,,1.0,1.0
5291.0,,3.0,,,1.0,,0.0,4.0,,1.0,
5322.0,,,,,,,,,,,
5334.0,,,,,,,,,,,
5338.0,,162.0,,,2.0,,0.0,,,4.0,2.0
5345.0,,,,,,,0.0,1.0,1.0,,1.0
5352.0,,,,,1.0,,0.0,4.0,1.0,2.0,
5360.0,,,,,,,,,,,
5361.0,,15.0,,,1.0,,0.0,3.0,,1.0,
5378.0,,16.0,,,2.0,,0.0,,1.0,6.0,1.0
5397.0,,28.0,,,1.0,,0.0,,,1.0,
5401.0,,,,,1.0,,0.0,,,1.0,
5413.0,,,,,,,,,,,
5421.0,,7.0,,,1.0,,0.0,,2.0,1.0,
5422.0,,,,,1.0,,0.0,,1.0,1.0,
5423.0,,,,,1.0,,0.0,6.0,,1.0,1.0
5434.0,,3.0,,,,,0.0,,,,
5438.0,,,,,,,,,,,
5457.0,,,,,,,,,,,
5462.0,,69.0,,,,,0.0,,1.0,,2.0
5463.0,,21.0,,3.0,2.0,,0.0,7.0,2.0,2.0,
5464.0,,53.0,,,,,0.0,5.0,5.0,1.0,1.0
5472.0,,4.0,,,,,0.0,,,,
5473.0,,3.0,,,1.0,,0.0,,,1.0,2.0
5477.0,,35.0,,,1.0,,0.0,,4.0,2.0,2.0
5491.0,,,,,1.0,,0.0,,,1.0,
5502.0,,208.0,,,1.0,,0.0,,,1.0,1.0
5503.0,,73.0,,1.0,1.0,,0.0,,1.0,4.0,1.0
5505.0,,11.0,,,,,0.0,,,,2.0
5506.0,,,,,,,0.0,2.0,1.0,,
5508.0,,43.0,,,,,0.0,,,3.0,
5521.0,,,,,,,0.0,2.0,,,
5531.0,,31.0,,,,,0.0,3.0,,,
5534.0,,,,,1.0,,0.0,,,1.0,
5538.0,,,,,,,0.0,,3.0,,
5544.0,,,,,,,,,,,
5553.0,,,,,,,0.0,1.0,,,
5557.0,,3.0,,,,,0.0,6.0,,,1.0
5558.0,,,,,3.0,,0.0,,,3.0,2.0
5560.0,,,,,,,,,,,
5563.0,,3.0,,,,,0.0,6.0,,,
5564.0,,72.0,,,,,0.0,4.0,,,
5565.0,,31.0,,1.0,,,0.0,,,,1.0
5597.0,,,,,,,,,,,
5604.0,,7.0,,,1.0,,0.0,,,1.0,
5606.0,,,,,,,0.0,,,,1.0
5607.0,,,,,,,,,,,
5608.0,,,,,,,,,,,
5615.0,,,,,,,,,,,
5648.0,,,,,,,0.0,1.0,,,
5651.0,,6.0,,,2.0,,0.0,4.0,,2.0,
5652.0,,3.0,,1.0,,,0.0,,,,
5660.0,,,,,,,,,,,
5663.0,,,,,1.0,,0.0,1.0,,1.0,2.0
5682.0,,,,,,,,,,,
5697.0,,,,1.0,,,0.0,16.0,,,
5701.0,,9.0,,,1.0,,0.0,4.0,,3.0,
5733.0,,,,,1.0,,0.0,3.0,,1.0,1.0
5745.0,,,,,,,,,,,
5767.0,,,,,,,,,,,
5789.0,,,,,,,0.0,1.0,,1.0,
5793.0,,46.0,,,,,0.0,1.0,,,
5864.0,,104.0,,,1.0,,0.0,51.0,,1.0,
5868.0,,,,,1.0,,0.0,2.0,,1.0,1.0
5871.0,,26.0,,,,,0.0,,,1.0,1.0
5875.0,,14.0,,,,,0.0,,,2.0,
5896.0,,,,,1.0,,0.0,,1.0,2.0,1.0
5899.0,,,,,1.0,,0.0,1.0,4.0,2.0,1.0
5913.0,,14.0,,,2.0,,0.0,,1.0,2.0,
5914.0,,2.0,,,,,0.0,,,,
5919.0,,47.0,,,1.0,,0.0,5.0,,,1.0
5920.0,,,,,,,0.0,,1.0,,
5921.0,,,,,,,0.0,1.0,,,1.0
5949.0,,19.0,,,,,0.0,,,,
5958.0,,,,,,,0.0,9.0,,1.0,1.0
5979.0,,51.0,,,1.0,,0.0,4.0,1.0,2.0,
5981.0,,,,,,,0.0,,,,2.0
5996.0,,2.0,,,,,0.0,,2.0,,
6003.0,,125.0,,,,,0.0,,,,
6011.0,,,,,,,,,,,
6029.0,,25.0,,,,,0.0,,,,
6034.0,,70.0,,,1.0,,0.0,,,1.0,
6041.0,,,,,,,,,,,
6054.0,,32.0,,,1.0,,0.0,1.0,,,
6056.0,,,,,,,0.0,,,,1.0
6057.0,,,,,,,0.0,,,,2.0
6068.0,,,,,,,,,,,
6072.0,,,,,1.0,,0.0,,1.0,1.0,
6073.0,,,,,,,,,,,
6074.0,,42.0,,,1.0,,0.0,,,2.0,1.0
6085.0,,76.0,,,1.0,,0.0,,,1.0,
6088.0,,,,,,,0.0,15.0,,,
6104.0,,1.0,,,,,0.0,1.0,,,
6114.0,,1.0,,,,,0.0,,,,1.0
6119.0,,,,,,,0.0,,1.0,,
6120.0,,,,,1.0,,0.0,,1.0,1.0,1.0
6121.0,,6.0,,,,,0.0,1.0,,,
6134.0,,7.0,,,,,0.0,10.0,1.0,,
6156.0,,,,,,1.0,0.0,8.0,,,2.0
6166.0,,,,,2.0,,0.0,,,3.0,
6179.0,,,,,,,0.0,,1.0,,1.0
6181.0,,,,,,,0.0,3.0,,,
6184.0,,,,,,,,,,,
6195.0,,,,,,,,,,,
6203.0,,21.0,,,1.0,,0.0,2.0,,1.0,
6205.0,,,,,,,0.0,,1.0,,2.0
6213.0,,3.0,,,2.0,,0.0,4.0,1.0,3.0,
